PMP,CATEGORÍA,SERVICIO,EQUIPO,MARCA,MODELO,SERIE,NIC,Nuevo NIC (Transición),FRECUENCIA,MANTENIMIENTO INTERNO O MANTENIMIENTO EXTERNO O CONTRATO,PROVEEDOR,FP,PLANILLA MINSAL (LPF),SITUACIÓN (LPF),ESTADO,FORMATO PROTOCOLO (NICOLE),N° GS (NICOLE),FECHA (NICOLE),OBSERVACIÓN MANTENIMIENTO,FECHA REPROGRAMACIÓN,OBERVACIÓN PROGRAMACIÓN,MEMORANDO A CALIDAD,,,,,
2025-2,EC,PABELLÓN QUIRÚRGICO AMBULATORIO,MÁQUINA DE ANESTESIA,DRÄGER,FABIUS TIRO M,ARZM-0132,,MA012-23(D),2,CONTRATO,DRÄGER,9-septiembre,NO,NE - REPROGRAMACIÓN,2. REPROGRAMADO,,6883,29-10-2025,"MP se reprograma de FP septiembre a FP octubre (+/-1). Se realiza inspección de estado de equipo, pruebas de operatividad y fugas no se pudieron realizar por que el equipo se encuentra desarmado",,,,,,,,
2025-2,EC,PARTOS,MÁQUINA DE ANESTESIA,DRÄGER,FABIUS TIRO M,ASBL-0086,,,2,CONTRATO,DRÄGER,9-septiembre,NO,NE - REPROGRAMACIÓN,1. ABIERTO,,,,,,,,,,,,
2025-2,EC,CDT - POLI INMUNOLOGÍA,MONITOR DESFIBRILADOR,NIHON KOHDEN,TEC-5631,356,CDT-012-16,MD016-16,2,INTERNO,EEMM,10-octubre,NO,EJECUTADO,6. CERRADO,DIGITAL,6616,08-09-2025,Equipo operativo,,,,,,,,
2025-2,EC,CDT - POLI OTORRINO,MONITOR DESFIBRILADOR,NIHON KOHDEN,TEC-5631,373,CDT-013-16,MD017-16,2,INTERNO,EEMM,10-octubre,NO,EJECUTADO,6. CERRADO,DIGITAL,6713,08-09-2025,Equipo operativo,,,,,,,,
2025-2,EC,CDT - POLI TARUMATOLOGÍA,MONITOR DESFIBRILADOR,NIHON KOHDEN,TEC-5631,349,CDT-015-16,MD014-16,2,INTERNO,EEMM,10-octubre,NO,EJECUTADO,6. CERRADO,DIGITAL,6618,08-09-2025,Equipo operativo,,,,,,,,
2025-2,EC,CDT - PROCEDIMIENTOS ONCOLOGICOS,MONITOR DESFIBRILADOR,NIHON KOHDEN,TEC-5631,353,CDT-016-16,MD015-16,2,INTERNO,EEMM,10-octubre,NO,EJECUTADO,6. CERRADO,DIGITAL,6621,8/9/2025,Equipo operativo,,,,,,,,
2025-2,EC,CDT - POLICLÍNICO TOMA DE MUESTRAS (POLI CARDIO - TEST DE ESFUERZO),MONITOR DESFIBRILADOR,NIHON KOHDEN,TEC-5631,2045,CDT-034-18,MD032-18,2,INTERNO,EEMM,10-octubre,NO,EJECUTADO,6. CERRADO,DIGITAL,6629,9/9/2025,Equipo operativo,,,,,,,,
2025-2,EC,CDT - POLICLÍNICO CARDIOLOGÍA (RECUPERACIÓN TARDIA),MONITOR DESFIBRILADOR,NIHON KOHDEN,TEC-5631,2046,CDT-035-18,MD031-18,2,INTERNO,EEMM,10-octubre,NO,EJECUTADO,6. CERRADO,DIGITAL,6628,9-9-2025,Equipo operativo,,,,,,,,
2025-2,EC,HEMODIÁLISIS,MONITOR DESFIBRILADOR,NIHON KOHDEN,TEC-5531E,3372,DIA-020-16,MD018-16,2,INTERNO,EEMM,10-octubre,NO,EJECUTADO,6. CERRADO,DIGITAL,6630,11-09-2025,Equipo operativo,,,,,,,,
2025-2,EC,CDT - OFTALMOLOGÍA,MONITOR DESFIBRILADOR,NIHON KOHDEN,TEC-5521E,262,END-001-06,MD002-06,2,INTERNO,EEMM,10-octubre,NO,EJECUTADO,6. CERRADO,DIGITAL,6624,09-09-2025,"Equipo operativo, se cambia a policlpinico Oftalmología",,,,,,,,
2025-2,EC,CDT - ENDOSCOPÍA (PABELLÓN AMBULATORIO),MONITOR DESFIBRILADOR,NIHON KOHDEN,TEC-5631,2081,END-005-18,MD030-18,2,INTERNO,EEMM,10-octubre,NO,EJECUTADO,6. CERRADO,DIGITAL,6622,0809-2025,"Posee daño en su conector de palas, equipo operativo",,,,,,,,
2025-2,EC,PARTOS,MONITOR MULTIPARÁMETROS MEDIANA COMPLEJIDAD,NIHON KOHDEN,Vismo,102908,EQM-001-12,MM161-12,2,INTERNO,EEMM,10-octubre,NO,EJECUTADO,6. CERRADO,DIGITAL,6809,19-10-2025,"Se cambia cable de poder, equipo operativo",,,,,,,,
2025-2,EC,MEDICINA NUCLEAR,MONITOR DESFIBRILADOR,NIHON KOHDEN,TEC-5531E,1474,EQM-003-08,MD004-08,2,INTERNO,EEMM,10-octubre,NO,EJECUTADO,6. CERRADO,DIGITAL,6631,16-09-2025,Equipo operativo,,,,,,,,
2025-2,EC,PARTOS,MONITOR MULTIPARÁMETROS ALTA COMPLEJIDAD,MINDRAY,Umec12,KQ-04039702,EQM-004-20,MM122-20,2,INTERNO,EEMM,10-octubre,NO,EJECUTADO,6. CERRADO,DIGITAL,6846,04-11-2025,"Pendiente cambio de cable de poder debido a un alto valor resistivo, equipo operativo",,,,,,,,
2025-2,EC,PARTOS,MONITOR MULTIPARÁMETROS ALTA COMPLEJIDAD,MINDRAY,Umec12,KQ-04039125,EQM-005-20,MM123-20,2,INTERNO,EEMM,10-octubre,NO,EJECUTADO,6. CERRADO,DIGITAL,6850,04-11-2025,Equipo operativo,,,,,,,,
2025-2,EC,RESERVA,MONITOR MULTIPARÁMETROS ALTA COMPLEJIDAD,MINDRAY,Umec12,KQ-04039701,EQM-006-20,MM124-20,2,INTERNO,EEMM,10-octubre,NO,EJECUTADO,6. CERRADO,DIGITAL,6647,24-09-2025,Equipo operativo,,,,,,,,
2025-2,EC,IMAGENOLOGÍA,MONITOR DESFIBRILADOR,MINDRAY,D3,EZ-2A099706,IMG-MD040-23,MD040-23,2,GARANTIA,ARQUIMED,10-octubre,NO,EJECUTADO,6. CERRADO,FÍSICO,OT202944,3-9-2025,Equipo operativo,,,,,,,,
2025-2,EC,OBSTETRICIA Y GINECOLOGÍA,MONITOR DESFIBRILADOR,NIHON KOHDEN,TEC-5531E,2612,MD041-12,MD041-12,2,INTERNO,EEMM,10-octubre,NO,EJECUTADO,6. CERRADO,DIGITAL,6641,20-09-2025,Equipo operativo,,,,,,,,
2025-2,EC,PARTOS,MONITOR DESFIBRILADOR,NIHON KOHDEN,TEC-5631,3529,MD043-20,MD043-20,2,INTERNO,EEMM,10-octubre,NO,EJECUTADO,6. CERRADO,DIGITAL,6700,21-09-2025,Equipo operativo,,,,,,,,
2025-2,EC,PARTOS,MONITOR MULTIPARÁMETROS MEDIANA COMPLEJIDAD,NIHON KOHDEN,Vismo,102879,MM010-12,MM010-12,2,INTERNO,EEMM,10-octubre,NO,EJECUTADO,6. CERRADO,DIGITAL,6812,19-10-2025,"Se cambia cable de poder, equipo operativo",,,,,,,,
2025-2,EC,MEDICINA NUCLEAR,MONITOR MULTIPARÁMETROS MEDIANA COMPLEJIDAD,NIHON KOHDEN,BSM-2353K,2682,MNU-002-09,MM153-09,2,INTERNO,EEMM,10-octubre,NO,EJECUTADO,6. CERRADO,DIGITAL,6830,03-11-2025,"Pendiente cambio de cable de poder debido a un alto valor resistivo, se cambia mango PANI, equipo operativo",,,,,,,,
2025-2,EC,MEDICINA NUCLEAR,MONITOR MULTIPARÁMETROS MEDIANA COMPLEJIDAD,NIHON KOHDEN,BSM-2353K,2683,MNU-003-09,MM154-09,2,INTERNO,EEMM,10-octubre,NO,EJECUTADO,6. CERRADO,DIGITAL,6924,29-10-2025,Equipo operativo,,,,,,,,
2025-2,EC,NEONATOLOGÍA,VENTILADOR MECÁNICO NEONATAL,SLE LIMITED,SLE 5000,55185,NEO-027-12,VM018-12,2,EXTERNO,PMCONSULTING,10-octubre,NO,EJECUTADO,1. ABIERTO,,,,,,,,,,,,
2025-2,EC,NEONATOLOGÍA,VENTILADOR MECÁNICO NEONATAL,SLE LIMITED,SLE 5000,55186,NEO-028-12,VM019-12,2,EXTERNO,PMCONSULTING,10-octubre,NO,EJECUTADO,1. ABIERTO,,,,,,,,,,,,
2025-2,EC,NEONATOLOGÍA,VENTILADOR MECÁNICO NEONATAL,SLE LIMITED,SLE 5000,55188,NEO-029-12,VM020-12,2,EXTERNO,PMCONSULTING,10-octubre,NO,EJECUTADO,1. ABIERTO,,,,,,,,,,,,
2025-2,EC,NEONATOLOGÍA,VENTILADOR MECÁNICO NEONATAL,SLE LIMITED,SLE 5000,55184,NEO-030-12,VM017-12,2,EXTERNO,PMCONSULTING,10-octubre,NO,EJECUTADO,1. ABIERTO,,,,,,,,,,,,
2025-2,EC,NEONATOLOGÍA,MONITOR DESFIBRILADOR,Mindray,BENEHEARTH D6,DZ-99005433,NEO-041-20,MD037-20,2,INTERNO,EEMM,10-octubre,NO,EJECUTADO,6. CERRADO,DIGITAL,6954,25-11-2025,"Proximo MP cambio de batería, equipo operativo",,,,,,,,
2025-2,EC,OBSTETRICIA Y GINECOLOGÍA,MONITOR MULTIPARÁMETROS MEDIANA COMPLEJIDAD,NIHON KOHDEN,Vismo,102910,OBG-001-12,MM149-12,2,INTERNO,EEMM,10-octubre,NO,EJECUTADO,6. CERRADO,DIGITAL,6810,19-10-2025,"Pendiente cambio de cable de poder, equipo operativo",,,,,,,,
2025-2,EC,OBSTETRICIA Y GINECOLOGÍA,MONITOR MULTIPARÁMETROS MEDIANA COMPLEJIDAD,NIHON KOHDEN,Vismo,102909,OBG-002-12,MM148-12,2,INTERNO,EEMM,10-octubre,NO,EJECUTADO,6. CERRADO,DIGITAL,6923,16-10-2025,Equipo operativo,,,,,,,,
2025-2,EC,PARTOS,MONITOR DESFIBRILADOR,NIHON KOHDEN,TEC-5631,2047,PAR-014-18,MD035-18,2,INTERNO,EEMM,10-octubre,NO,EJECUTADO,6. CERRADO,DIGITAL,6635,21-9-2025,Equipo operativo,,,,,,,,
2025-2,EC,PEDIATRÍA,MONITOR MULTIPARÁMETROS MEDIANA COMPLEJIDAD,NIHON KOHDEN,Vismo,102874,PED-001-12,MM009-12,2,INTERNO,EEMM,10-octubre,NO,EJECUTADO,6. CERRADO,DIGITAL,6822,21-10-2025,"Se cambia cable de poder, equipo operativo",,,,,,,,
2025-2,EC,PEDIATRÍA,MONITOR MULTIPARÁMETROS MEDIANA COMPLEJIDAD,NIHON KOHDEN,Vismo,102873,PED-002-12,MM008-12,2,INTERNO,EEMM,10-octubre,NO,EJECUTADO,6. CERRADO,DIGITAL,6821,22/10/2025,Equipo operativo,,,,,,,,
2025-2,EC,PEDIATRÍA,MONITOR DESFIBRILADOR,NIHON KOHDEN,TEC-5531E,2597,PED-003-12,MD010-12,2,INTERNO,EEMM,10-octubre,NO,EJECUTADO,6. CERRADO,DIGITAL,6640,20-9-2025,Equipo operativo,,,,,,,,
2025-2,EC,PABELLÓN QUIRÚRGICO AMBULATORIO,MONITOR DESFIBRILADOR,NIHON KOHDEN,TEC-5631,2049,PQA-023-18,MD033-18,2,INTERNO,EEMM,10-octubre,NO,EJECUTADO,6. CERRADO,DIGITAL,6627,09-09-2025,"Se instala cable de poder 3m, equipo operativo",,,,,,,,
2025-2,EC,PABELLÓN QUIRÚRGICO CENTRAL,MONITOR DESFIBRILADOR,NIHON KOHDEN,TEC-5521E,1838,PQC-028-12,MD009-12,2,INTERNO,EEMM,10-octubre,NO,EJECUTADO,6. CERRADO,DIGITAL,6699,22-9-2025,Equipo operativo,,,,,,,,
2025-2,EC,PABELLÓN QUIRÚRGICO CENTRAL,MONITOR MULTIPARÁMETROS ALTA COMPLEJIDAD,Mindray,UMEC12,KQ-04039685,PQC-045-20,MM061-20,2,INTERNO,EEMM,10-octubre,NO,EJECUTADO,6. CERRADO,DIGITAL,6926,04-11-2025,Equipo operativo,,,,,,,,
2025-2,EC,PABELLÓN QUIRÚRGICO CENTRAL,MONITOR MULTIPARÁMETROS ALTA COMPLEJIDAD,Mindray,UMEC12,KQ-04039624,PQC-046-20,MM062-20,2,INTERNO,EEMM,10-octubre,NO,EJECUTADO,6. CERRADO,DIGITAL,6741,11-10-2025,Equipo operativo,,,,,,,,
2025-2,EC,PABELLÓN QUIRÚRGICO CENTRAL,MONITOR MULTIPARÁMETROS ALTA COMPLEJIDAD,Mindray,UMEC12,KQ-04039700,PQC-047-20,MM063-20,2,INTERNO,EEMM,10-octubre,NO,EJECUTADO,6. CERRADO,DIGITAL,6742,11-10-2025,"Se cambia cable de poder, equipo operativo",,,,,,,,
2025-2,EC,PABELLÓN QUIRÚRGICO CENTRAL,MONITOR MULTIPARÁMETROS ALTA COMPLEJIDAD,Mindray,UMEC12,KQ-04039765,PQC-048-20,MM064-20,2,INTERNO,EEMM,10-octubre,NO,EJECUTADO,6. CERRADO,DIGITAL,6925,11-10-2025,Equipo operativo,,,,,,,,
2025-2,EC,PABELLÓN QUIRÚRGICO CENTRAL,MONITOR MULTIPARÁMETROS ALTA COMPLEJIDAD,Mindray,UMEC12,KQ-04039111,PQC-049-20,MM065-20,2,INTERNO,EEMM,10-octubre,NO,EJECUTADO,6. CERRADO,DIGITAL,6817,27-10-2025,"Se cambio mango PANI, equipo operativo",,,,,,,,
2025-2,EC,PABELLÓN QUIRÚRGICO CENTRAL,MONITOR MULTIPARÁMETROS ALTA COMPLEJIDAD,Mindray,UMEC12,KQ-04039760,PQC-050-20,MM066-20,2,INTERNO,EEMM,10-octubre,NO,EJECUTADO,6. CERRADO,DIGITAL,6934,11-10-2025,Equipo operativo,,,,,,,,
2025-2,EC,PABELLÓN QUIRÚRGICO CENTRAL,MONITOR MULTIPARÁMETROS ALTA COMPLEJIDAD,Mindray,UMEC12,KQ-04039626,PQC-051-20,MM067-20,2,INTERNO,EEMM,10-octubre,NO,EJECUTADO,6. CERRADO,DIGITAL,6743,11-10-2025,"Se cambia sensor SpO2 y mango PANI, equipo operativo",,,,,,,,
2025-2,EC,PABELLÓN QUIRÚRGICO CENTRAL,MONITOR MULTIPARÁMETROS ALTA COMPLEJIDAD,Mindray,UMEC12,KQ-04039691,PQC-053-20,MM069-20,2,INTERNO,EEMM,10-octubre,NO,EJECUTADO,6. CERRADO,DIGITAL,6952,11-10-2025,Equipo operativo,,,,,,,,
2025-2,EC,PABELLÓN QUIRÚRGICO CENTRAL,MONITOR MULTIPARÁMETROS ALTA COMPLEJIDAD,Mindray,UMEC12,KQ-04039693,PQC-054-20,MM070-20,2,INTERNO,EEMM,10-octubre,NO,EJECUTADO,6. CERRADO,DIGITAL,6818,24-10-2025,"Se realiza cambio de cable de poder, equipo operativo",,,,,,,,
2025-2,EC,PABELLÓN QUIRÚRGICO CENTRAL,MONITOR MULTIPARÁMETROS ALTA COMPLEJIDAD,Mindray,UMEC12,KQ-04039694,PQC-087-20,MM068-20,2,INTERNO,EEMM,10-octubre,NO,EJECUTADO,6. CERRADO,DIGITAL,6744,11-10-2025,Equipo operativo,,,,,,,,
2025-2,EC,PABELLÓN QUIRÚRGICO CENTRAL,MONITOR DESFIBRILADOR,MINDRAY,D3,EZ-2A099713,PQC-090-23,MD039-23,2,GARANTIA,ARQUIMED,10-octubre,NO,EJECUTADO,6. CERRADO,FÍSICO,OT202943,3-9-2025,Equipo operativo,,,,,,,,
2025-2,EC,SALUD MENTAL,MONITOR DESFIBRILADOR,NIHON KOHDEN,TEC-5631,372,PSI-005-16,MD021-16,2,INTERNO,EEMM,10-octubre,NO,EJECUTADO,6. CERRADO,DIGITAL,6626,10-9-2025,Equipo operativo,,,,,,,,
2025-2,EC,SALUD MENTAL,MONITOR DESFIBRILADOR,NIHON KOHDEN,TEC-5631,357,PSI-006-16,MD020-16,2,INTERNO,EEMM,10-octubre,NO,EJECUTADO,6. CERRADO,DIGITAL,6625,09-09-2025,Equipo operativo,,,,,,,,
2025-2,EC,MEDICINA,MONITOR DESFIBRILADOR,NIHON KOHDEN,TEC-5521E,64,SBM-001-06,MD001-06,2,INTERNO,EEMM,10-octubre,NO,EJECUTADO,6. CERRADO,DIGITAL,6636,20-09-2025,Equipo operativo,,,,,,,,
2025-2,EC,MEDICINA,MONITOR MULTIPARÁMETROS MEDIANA COMPLEJIDAD,NIHON KOHDEN,Vismo,102894,SBM-002-12,MM140-12,2,INTERNO,EEMM,10-octubre,NO,EJECUTADO,6. CERRADO,DIGITAL,6797,07-10-2025,Equipo operativo,,,,,,,,
2025-2,EC,NEUROLOGÍA,MONITOR MULTIPARÁMETROS MEDIANA COMPLEJIDAD,NIHON KOHDEN,Vismo,102891,SBM-003-12,MM142-12,2,INTERNO,EEMM,10-octubre,NO,EJECUTADO,6. CERRADO,DIGITAL,6791,3-10-2025,Equipo operativo,,,,,,,,
2025-2,EC,NEUROLOGÍA,MONITOR MULTIPARÁMETROS MEDIANA COMPLEJIDAD,NIHON KOHDEN,Vismo,102893,SBM-004-12,MM146-12,2,INTERNO,EEMM,10-octubre,NO,EJECUTADO,6. CERRADO,DIGITAL,6930,3-10-2025,"Se realiza cambio de cable ECG, sensor SpO2, equipo operativo",,,,,,,,
2025-2,EC,NEUROLOGÍA,MONITOR MULTIPARÁMETROS MEDIANA COMPLEJIDAD,NIHON KOHDEN,Vismo,102887,SBM-005-12,MM143-12,2,INTERNO,EEMM,10-octubre,NO,EJECUTADO,6. CERRADO,DIGITAL,6931,03-10-2025,Equipo operativo,,,,,,,,
2025-2,EC,MEDICINA,MONITOR MULTIPARÁMETROS MEDIANA COMPLEJIDAD,NIHON KOHDEN,Vismo,102892,SBM-006-12,MM139-12,2,INTERNO,EEMM,10-octubre,NO,EJECUTADO,6. CERRADO,DIGITAL,6781,30-09-2025,Equipo operativo,,,,,,,,
2025-2,EC,NEUROLOGÍA,MONITOR MULTIPARÁMETROS MEDIANA COMPLEJIDAD,NIHON KOHDEN,Vismo,102889,SBM-008-12,MM144-12,2,INTERNO,EEMM,10-octubre,NO,EJECUTADO,6. CERRADO,DIGITAL,6799,3-10-2025,"Cambio de accesorio SpO2 y cable de poder, equipo operativo",,,,,,,,
2025-2,EC,NEUROLOGÍA,MONITOR MULTIPARÁMETROS MEDIANA COMPLEJIDAD,NIHON KOHDEN,Vismo,102890,SBM-009-12,MM145-12,2,INTERNO,EEMM,10-octubre,NO,EJECUTADO,6. CERRADO,DIGITAL,6785,3-10-2025,"Equipo ubicado en medicina, equipo operativo",,,,,,,,
2025-2,EC,MEDICINA,MONITOR MULTIPARÁMETROS MEDIANA COMPLEJIDAD,NIHON KOHDEN,Vismo,102886,SBM-011-12,MM138-12,2,INTERNO,EEMM,10-octubre,NO,EJECUTADO,6. CERRADO,DIGITAL,6734,2-10-2025,"Se cambia sensor SpO2, mango PANI, manguera PANI, equipo operativo (equina superior derecha de la carcasa se encuentra rota)",,,,,,,,
2025-2,EC,NEUROLOGIA,MONITOR DESFIBRILADOR,NIHON KOHDEN,TEC-5531E,2591,SBM-012-12,MD006-12,2,INTERNO,EEMM,10-octubre,NO,EJECUTADO,6. CERRADO,DIGITAL,6644,20-9-2025,Equipo operativo,,,,,,,,
2025-2,EC,MEDICINA,MONITOR MULTIPARÁMETROS MEDIANA COMPLEJIDAD,NIHON KOHDEN,Vismo,102883,SBM-013-12,MM137-12,2,INTERNO,EEMM,10-octubre,NO,EJECUTADO,6. CERRADO,DIGITAL,6774,02-10-2025,Equipo operativo,,,,,,,,
2025-2,EC,MEMORIA,MONITOR MULTIPARÁMETROS MEDIANA COMPLEJIDAD,NIHON KOHDEN,Vismo,102875,SBM-014-12,MM011-12,2,INTERNO,EEMM,10-octubre,NO,EJECUTADO,6. CERRADO,DIGITAL,6806,27-10-2025,Equipo operativo,,,,,,,,
2025-2,EC,MEDICINA (UROLOGÍA),MONITOR MULTIPARÁMETROS MEDIANA COMPLEJIDAD,NIHON KOHDEN,Vismo,102880,SBM-015-12,MM136-12,2,INTERNO,EEMM,10-octubre,NO,EJECUTADO,6. CERRADO,DIGITAL,6888,12-10-2025,"Pendiente cambio de cable de poder debido a un alto valor resistivo, se realiza cambio de batería, equipo operativo",,,,,,,,
2025-2,EC,MEDICINA,MONITOR MULTIPARÁMETROS MEDIANA COMPLEJIDAD,NIHON KOHDEN,Vismo,102876,SBM-017-12,MM135-12,2,INTERNO,EEMM,10-octubre,NO,EJECUTADO,6. CERRADO,DIGITAL,6847,04-11-2025,Equipo operativo,,,,,,,,
2025-2,EC,NEUROLOGÍA,MONITOR MULTIPARÁMETROS MEDIANA COMPLEJIDAD,NIHON KOHDEN,Vismo,102905,SBQ-009-12,MM147-12,2,INTERNO,EEMM,10-octubre,NO,EJECUTADO,6. CERRADO,DIGITAL,6789,03-10-2025,Cambio de cable ECG y cable de poder. Equipo operativo,,,,,,,,
2025-2,EC,MEDICINA,MONITOR MULTIPARÁMETROS MEDIANA COMPLEJIDAD,NIHON KOHDEN,Vismo,102899,SBQ-010-12,MM141-12,2,INTERNO,EEMM,10-octubre,NO,EJECUTADO,6. CERRADO,DIGITAL,6782,30-9-2025,Equipo operativo,,,,,,,,
2025-2,EC,UROLOGÍA,MONITOR DESFIBRILADOR,NIHON KOHDEN,TEC-5531E,2603,SBQ-012-12,MD007-12,2,INTERNO,EEMM,10-octubre,NO,EJECUTADO,6. CERRADO,DIGITAL,6637,20-09-2025,Equipo operativo,,,,,,,,
2025-2,EC,CIRUGIA,MONITOR DESFIBRILADOR,NIHON KOHDEN,TEC-5531E,2606,SBQ-015-12,MD008-12,2,INTERNO,EEMM,10-octubre,NO,EJECUTADO,6. CERRADO,DIGITAL,6643,20-09-2025,Equipo operativo,,,,,,,,
2025-2,EC,TRAUMATOLOGÍA,MONITOR DESFIBRILADOR,NIHON KOHDEN,TEC-5531E,2575,SBQ-016-12,MD012-12,2,INTERNO,EEMM,10-octubre,NO,EJECUTADO,6. CERRADO,DIGITAL,6639,20-09-2025,Equipo operativo,,,,,,,,
2025-2,EC,OBSTETRICIA Y GINECOLOGÍA,MONITOR MULTIPARÁMETROS MEDIANA COMPLEJIDAD,PHILIPS,Efficia CM100,CN92351846,SBQ-021-20,MM155-20,2,INTERNO,EEMM,10-octubre,NO,EJECUTADO,6. CERRADO,DIGITAL,6823,20-10-2025,"Se cambia mango PANI, equipo operativo",,,,,,,,
2025-2,EC,PENSIONADO (CIRUGIA),MONITOR MULTIPARÁMETROS MEDIANA COMPLEJIDAD,NIHON KOHDEN,Vismo,102884,SPO-001-12,MM163-12,2,INTERNO,EEMM,10-octubre,NO,EJECUTADO,6. CERRADO,DIGITAL,6704,1-10-2025,Equipo operativo,,,,,,,,
2025-2,EC,PEDIATRÍA,MONITOR MULTIPARÁMETROS MEDIANA COMPLEJIDAD,NIHON KOHDEN,Vismo,102877,UCE-018-12,MM162-12,2,INTERNO,EEMM,10-octubre,NO,EJECUTADO,6. CERRADO,DIGITAL,6807,21-10-2025,Equipo operativo,,,,,,,,
2025-2,EC,UCE,VENTILADOR MECÁNICO NO INVASIVO,HAMILTON,C1,1389,UCE-029-12,VM023-12,2,EXTERNO,IMEDICA,10-octubre,NO,EJECUTADO,6. CERRADO,FÍSICO,1670,07-10-2025,Equipo operativo,,,,,,,,
2025-2,EC,UCE,VENTILADOR MECÁNICO NO INVASIVO,HAMILTON,C1,1383,UCE-031-12,VM022-12,2,EXTERNO,IMEDICA,10-octubre,NO,EJECUTADO,6. CERRADO,FÍSICO,1678,07-10-2025,Equipo operativo,,,,,,,,
2025-2,EC,UCE,VENTILADOR MECÁNICO NO INVASIVO,HAMILTON,C1,1416,UCE-032-12,VM021-12,2,EXTERNO,IMEDICA,10-octubre,NO,EJECUTADO,6. CERRADO,FÍSICO,1669,07-10-2025,Equipo operativo,,,,,,,,
2025-2,EC,CARDIOLOGÍA,MONITOR DESFIBRILADOR,NIHON KOHDEN,TEC-5531E,2593,UCE-034-12,MD013-12,2,INTERNO,EEMM,10-octubre,NO,EJECUTADO,6. CERRADO,DIGITAL,6642,20-09-2025,Equipo operativo,,,,,,,,
2025-2,EC,UTI,MONITOR MULTIPARÁMETROS ALTA COMPLEJIDAD,MINDRAY,Umec12,KQ-04039665,UCE-035-20,MM087-20,2,INTERNO,EEMM,10-octubre,NO,EJECUTADO,6. CERRADO,DIGITAL,6731,08-10-2025,Equipo operativo,,,,,,,,
2025-2,EC,UTI,MONITOR MULTIPARÁMETROS ALTA COMPLEJIDAD,MINDRAY,Umec12,KQ-04039094,UCE-036-20,MM091-20,2,INTERNO,EEMM,10-octubre,NO,EJECUTADO,6. CERRADO,DIGITAL,6733,08-10-2025,"Se cambia cable de poder, equipo operativo",,,,,,,,
2025-2,EC,UTI,MONITOR MULTIPARÁMETROS ALTA COMPLEJIDAD,MINDRAY,Umec12,KQ-04039731,UCE-037-20,MM106-20,2,INTERNO,EEMM,10-octubre,NO,EJECUTADO,6. CERRADO,DIGITAL,6726,9-10-2025,Equipo operativo,,,,,,,,
2025-2,EC,UTI,MONITOR MULTIPARÁMETROS ALTA COMPLEJIDAD,MINDRAY,Umec12,KQ-04039714,UCE-038-20,MM101-20,2,INTERNO,EEMM,10-octubre,NO,EJECUTADO,6. CERRADO,DIGITAL,6793,7-10-2025,Equipo operativo,,,,,,,,
2025-2,EC,MEDICINA,MONITOR MULTIPARÁMETROS ALTA COMPLEJIDAD,MINDRAY,Umec12,KQ-04039620,UCE-039-20,MM120-20,2,INTERNO,EEMM,10-octubre,NO,EJECUTADO,6. CERRADO,DIGITAL,6779,30/9/2025,Equipo operativo,,,,,,,,
2025-2,EC,RESERVA,MONITOR MULTIPARÁMETROS ALTA COMPLEJIDAD,MINDRAY,Umec12,KQ-04039095,UCE-040-20,MM071-20,2,0,EEMM,10-octubre,NO,EJECUTADO,6. CERRADO,DIGITAL,6724,9-10-2025,Equipo operativo (ubicado en UTI),,,,,,,,
2025-2,EC,MEDICINA,MONITOR MULTIPARÁMETROS ALTA COMPLEJIDAD,MINDRAY,Umec12,KQ-04039066,UCE-041-20,MM115-20,2,INTERNO,EEMM,10-octubre,NO,EJECUTADO,6. CERRADO,DIGITAL,6775,02-10-2025,Equipo operativo,,,,,,,,
2025-2,EC,UTI,MONITOR MULTIPARÁMETROS ALTA COMPLEJIDAD,MINDRAY,Umec12,KQ-04039725,UCE-042-20,MM102-20,2,INTERNO,EEMM,10-octubre,NO,EJECUTADO,6. CERRADO,DIGITAL,6801,14-10-2025,Equipo operativo,,,,,,,,
2025-2,EC,UTI,MONITOR MULTIPARÁMETROS ALTA COMPLEJIDAD,MINDRAY,Umec12,KQ-04039582,UCE-043-20,MM088-20,2,INTERNO,EEMM,10-octubre,NO,EJECUTADO,6. CERRADO,DIGITAL,6728,9-10-2025,Equipo operativo,,,,,,,,
2025-2,EC,UTI,MONITOR MULTIPARÁMETROS ALTA COMPLEJIDAD,MINDRAY,Umec12,KQ-04039660,UCE-044-20,MM100-20,2,INTERNO,EEMM,10-octubre,NO,EJECUTADO,6. CERRADO,DIGITAL,6721,09-10-2025,Equipo operativo,,,,,,,,
2025-2,EC,PABELLÓN QUIRURGICO CENTRAL,MONITOR MULTIPARÁMETROS ALTA COMPLEJIDAD,MINDRAY,Umec12,KQ-04039741,UCE-045-20,MM059-20,2,INTERNO,EEMM,10-octubre,NO,EJECUTADO,6. CERRADO,DIGITAL,6820,23-10-2025,Equipo operativo,,,,,,,,
2025-2,EC,UTI,MONITOR MULTIPARÁMETROS ALTA COMPLEJIDAD,MINDRAY,Umec12,KQ-04039072,UCE-046-20,MM098-20,2,INTERNO,EEMM,10-octubre,NO,EJECUTADO,6. CERRADO,DIGITAL,6649,24-9-2025,Equipo operativo,,,,,,,,
