RESPONSABLE CATASTRO,FECHA,SERVICIO CLÍNICO,RECINTO (SECTOR),RECINTO,CLASE,SUBCLASE,NOMBRE EQUIPO,SUB EQUIPO,MARCA,MODELO,SERIE,N° INVENTARIO,NIC,AÑO DE ADQUISICIÓN,ORIGEN,COSTO,PROPIO / ARRIENDO / COMODATO,ESTADO (BUENO / REGULAR / MALO / BAJA),GESTIÓN AMBIENTAL,PMP,CRÍTICO/ RELEVANTE / IM≥12 / NO APLICA,APLICA LICITACIÓN,OBSERVACIÓN
HERMAN,20-03-2024,LABORATORIO,2DO PISO LABORATORIO,SECCIÓN ORINA,Laboratorio/Farmac,Mediano Costo,Analizador hibrido de orina,,DIRUI,FUS2000,2302000FUS0202,NO ENCONTRADO,,,,,PROPIO,BUENO,200W,,NO APLICA,,
HERMAN,20-03-2024,LABORATORIO,2DO PISO LABORATORIO,DERIVADOS,Laboratorio/Farmac,Alto Costo,Analizar automatizado de química clínica (marcadores tumorales),,BIOMERIEUX,VIDAS 3,VN06328,NO ENCONTRADO,,,,,COMODATO,BUENO,700 VA,,RELEVANTE,,
HERMAN,20-03-2024,LABORATORIO,2DO PISO LABORATORIO,SALA AUTOCLAVE,Laboratorio/Farmac,Mediano Costo,Autoclave,,RAYPAD,AE-28-DRY,2705638,NO ENCONTRADO,,,,,PROPIO,BUENO,5kw,,NO APLICA,,
HERMAN,20-03-2024,LABORATORIO,2DO PISO LABORATORIO,SALA AUTOCLAVE,Laboratorio/Farmac,Mediano Costo,Autoclave de 75l,,AMILAB,MX-80,1559,NO ENCONTRADO,,,,,PROPIO,BUENO,5kw,,NO APLICA,,
HERMAN,21-07-2025,LABORATORIO,,,,,Baño maría,,MEMMERT,WNB10,DI112876-3-K1.:1,,,,,,PROPIO,NO OPERATIVO,1200 W,,NO APLICA,,
HERMAN,13-09-2024,LABORATORIO,2DO PISO LABORATORIO,CENTRIFUGADO,Laboratorio/Farmac,Mediano Costo,Centrífuga,,WS,TD5,F2004344QS,NO ENCONTRADO,,,,,PROPIO,BUENO,300W,,IM>12,,Se solicita mantenimiento preventivo
HERMAN,20-03-2024,LABORATORIO,2DO PISO LABORATORIO,HEMODINAMIA,Laboratorio/Farmac,Mediano Costo,Coagulometro,,SYSMEX,CS-2500,26092,NO ENCONTRADO,,,,,COMODATO,BUENO,300VA,,RELEVANTE,,
HERMAN,20-03-2024,LABORATORIO,2DO PISO LABORATORIO,HEMODINAMIA,Laboratorio/Farmac,Mediano Costo,Coagulometro,,SYSMEX,CS-2500,26170,NO ENCONTRADO,,,,,COMODATO,BUENO,300VA,,RELEVANTE,,
HERMAN,20-03-2024,LABORATORIO,2DO PISO LABORATORIO,DERIVADOS,Laboratorio/Farmac,Mediano Costo,Contador hematológico,,SYSMEX,XN-10,27791,NO ENCONTRADO,,,,,COMODATO,BUENO,300VA,,NO APLICA,,
HERMAN,10-09-2024,LABORATORIO,2DO PISO LABORATORIO,2DO PISO LABORATORIO,Laboratorio/Farmac,ALTO COSTO,Contador hematológico,,SYSMEM,XN-10 COMPLETE,47926,,,,,,COMODATO,BUENO,300VA,,RELEVANTE,,
HERMAN,10-09-2024,LABORATORIO,2DO PISO LABORATORIO,2DO PISO LABORATORIO,Laboratorio/Farmac,ALTO COSTO,Contador hematológico,,SYSMEM,XN10 COMPLETE,48299,,,,,,COMODATO,BUENO,300VA,,RELEVANTE,,
HERMAN,20-03-2024,LABORATORIO,2DO PISO LABORATORIO,BIOQUIMICA,Laboratorio/Farmac,Mediano Costo,Equipo automatizado,,ROCHE,COBAS 6000 CORE UNIT,B8P4-08,NO ENCONTRADO,,,,,COMODATO,BUENO,1500W,,RELEVANTE,,
HERMAN,20-03-2024,LABORATORIO,2DO PISO LABORATORIO,BIOQUIMICA,Laboratorio/Farmac,Mediano Costo,Equipo automatizado,,VITROS SYSTEM,XT 7600,56004307,NO ENCONTRADO,,,,,COMODATO,BUENO,1500W,,RELEVANTE,,
HERMAN,20-03-2024,LABORATORIO,2DO PISO LABORATORIO,BIOQUIMICA,Laboratorio/Farmac,Mediano Costo,Equipo automatizado,,VITROS SYSTEM,XT 7600,76000454,NO ENCONTRADO,,,,,COMODATO,BUENO,1500W,,RELEVANTE,,
HERMAN,20-03-2024,LABORATORIO,2DO PISO LABORATORIO,BIOQUIMICA,Laboratorio/Farmac,Mediano Costo,Equipo automatizado,,VITROS SYSTEM,XT 7600,76001176,NO ENCONTRADO,,,,,COMODATO,BUENO,1500W,,RELEVANTE,,
HERMAN,10-09-2024,LABORATORIO,2DO PISO LABORATORIO,2DO PISO LABORATORIO,Laboratorio/Farmac,ALTO COSTO,Equipo automatizado inmunología,,BIOMERIEUX,VIDAS 3,VN06332,,,,,,COMODATO,BUENO,1000VA,,RELEVANTE,,
HERMAN,10-09-2024,LABORATORIO,2DO PISO LABORATORIO,2DO PISO LABORATORIO,Laboratorio/Farmac,ALTO COSTO,Equipo automatizado microbiología,,AMILAB,HB&L UROQUATTRO,nan,,,,,,COMODATO,BUENO,1000VA,,RELEVANTE,,
HERMAN,10-09-2024,LABORATORIO,2DO PISO LABORATORIO,2DO PISO LABORATORIO,Laboratorio/Farmac,ALTO COSTO,Equipo automatizado microbiología (identificación de bacterias y levaduras),,BIOMERIEUX,VITEK MS INTRUMENT,51946,,,,,,COMODATO,BUENO,1000VA,,RELEVANTE,,
HERMAN,10-09-2024,LABORATORIO,2DO PISO LABORATORIO,2DO PISO LABORATORIO,Laboratorio/Farmac,ALTO COSTO,Equipo automatizado microbiología (incubador de hemocultivo),,BIOMERIEUX,BACT ALERT 3D 120,501CR5367,,,,,,COMODATO,BUENO,1000VA,,RELEVANTE,,
HERMAN,10-09-2024,LABORATORIO,2DO PISO LABORATORIO,2DO PISO LABORATORIO,Laboratorio/Farmac,ALTO COSTO,Equipo automatizado microbiología (línea de ánalisis de orina completa),,AMILAB,DIURI FUS-2000,230200FUS0202,,,,,,COMODATO,BUENO,1000VA,,RELEVANTE,,
HERMAN,20-03-2024,LABORATORIO,2DO PISO LABORATORIO,MICROBACTERIAS,Laboratorio/Farmac,Mediano Costo,Equipo automatizado para microbiología (identificación de bacteriologica y levaduras),,BIOMERIEUX,VITEK2-COMPACT 27500,VK2C9294,NO ENCONTRADO,,2012,,,COMODATO,BUENO,1000VA,,RELEVANTE,,
HERMAN,20-03-2024,LABORATORIO,2DO PISO LABORATORIO,MICROBACTERIAS,Laboratorio/Farmac,Mediano Costo,Equipo automatizado para microbiología (identificación de bacteriologica y levaduras),,BIOMERIEUX,VITEK MS,51446,NO ENCONTRADO,,,,,COMODATO,BUENO,1000VA,,RELEVANTE,,
HERMAN,20-03-2024,LABORATORIO,2DO PISO LABORATORIO,MICROBACTERIAS,Laboratorio/Farmac,Mediano Costo,Equipo automatizado para microbiología (identificación de bacteriologica y levaduras),,BIOMERIEUX,VITEK2-COMPACT 27500,VK2C14401,NO ENCONTRADO,,,,,COMODATO,BUENO,1000VA,,RELEVANTE,,
HERMAN,20-03-2024,LABORATORIO,2DO PISO LABORATORIO,MICROBACTERIAS,Laboratorio/Farmac,Mediano Costo,Equipo automatizado para microbiología (incubador de hemocultivo),,BIOMERIEUX,BACT ALERT 3D,501cr5367,NO ENCONTRADO,,2014,,,COMODATO,BUENO,1000VA,,RELEVANTE,,
HERMAN,20-03-2024,LABORATORIO,2DO PISO LABORATORIO,MICROBACTERIAS,Laboratorio/Farmac,Mediano Costo,Equipo automatizado para microbiología (incubador de hemocultivo),,BIOMERIEUX,BACT ALERT 3D,103IRB837,NO ENCONTRADO,,,,,COMODATO,BUENO,1000VA,,RELEVANTE,,
HERMAN,10-09-2024,LABORATORIO,2DO PISO LABORATORIO,2DO PISO LABORATORIO,Laboratorio/Farmac,ALTO COSTO,Equipo determinación electrolíto y gases cobas b 221,,ROCHE,IB-0007081434,25081,,,,,,COMODATO,BUENO,NA,,RELEVANTE,,
HERMAN,20-03-2024,LABORATORIO,2DO PISO LABORATORIO,MICROBACTERIAS,Laboratorio/Farmac,Mediano Costo,Equipo determinación mtb,,GENEXPERT,GX-IV-4-48,815299,NO ENCONTRADO,,,,,PROPIO,BUENO,NA,,NO APLICA,,
HERMAN,20-03-2024,LABORATORIO,2DO PISO LABORATORIO,SECCIÓN ORINA,Laboratorio/Farmac,Mediano Costo,Equipo hb&l,,ALIFAX,HB&L UROQUATTRO,uq4436W,NO ENCONTRADO,,,,,PROPIO,BUENO,1000W,,NO APLICA,,
HERMAN,10-09-2024,LABORATORIO,2DO PISO LABORATORIO,2DO PISO LABORATORIO,Laboratorio/Farmac,ALTO COSTO,Equipo hematología (coagulación),,SIEMENS,CS 2500 (CA-660),SERIE 26092 ID 16692,,,,,,COMODATO,BUENO,1000W,,RELEVANTE,,
HERMAN,10-09-2024,LABORATORIO,2DO PISO LABORATORIO,2DO PISO LABORATORIO,Laboratorio/Farmac,ALTO COSTO,Equipo hematología (coagulación),,SIEMENS,CS 2500,SERIE 26170 ID16693,,,,,,COMODATO,BUENO,1000W,,RELEVANTE,,
HERMAN,10-09-2024,LABORATORIO,2DO PISO LABORATORIO,2DO PISO LABORATORIO,Laboratorio/Farmac,Alto Costo,Equipo hematología (determinación de velocidad de eritrosedimentación),,ALIFAX,TEST 1,17454,,,,,,COMODATO,BUENO,1000W,,RELEVANTE,,
HERMAN,10-09-2024,LABORATORIO,2DO PISO LABORATORIO,2DO PISO LABORATORIO,Laboratorio/Farmac,Alto Costo,Equipo hematología (determinación de velocidad de eritrosedimentación),,ALIFAX,TEST 1,17455,,,,,,COMODATO,BUENO,1000W,,RELEVANTE,,
HERMAN,10-09-2024,LABORATORIO,2DO PISO LABORATORIO,2DO PISO LABORATORIO,Laboratorio/Farmac,ALTO COSTO,Equipo hematología (determinación de velocidad de eritrosedimentación),,SYSMEX,TEST 1,T14861,,,,,,COMODATO,SUGERIDO A LA BAJA (REP. PENDIENTE),1000W,,RELEVANTE,,
HERMAN,10-09-2024,LABORATORIO,2DO PISO LABORATORIO,2DO PISO LABORATORIO,Laboratorio/Farmac,Alto Costo,Equipo hematología (determinación de velocidad de eritrosedimentación),,SYSMEX,TEST 1,T15113,,,,,,COMODATO,SUGERIDO A LA BAJA (REP. PENDIENTE),1000W,,RELEVANTE,,
HERMAN,10-09-2024,LABORATORIO,2DO PISO LABORATORIO,2DO PISO LABORATORIO,Laboratorio/Farmac,Alto Costo,Equipos quimica clinica vitros,,SYSMEM,VITROS 76000,J76001176,,,,,,COMODATO,BUENO,1000W,,RELEVANTE,,
HERMAN,10-09-2024,LABORATORIO,2DO PISO LABORATORIO,2DO PISO LABORATORIO,Laboratorio/Farmac,Alto Costo,Equipos quimica clinica vitros 5600,,SYSMEM,VITROS 5600,J56004307,,,,,,COMODATO,BUENO,1000W,,RELEVANTE,,
HERMAN,20-03-2024,LABORATORIO,2DO PISO LABORATORIO,HEMATOLOGÍA,Laboratorio/Farmac,Mediano Costo,Esr analyzer,,ALIFAX,TEST1 SDL,T17305,NO ENCONTRADO,,,,,PROPIO,BUENO,150W,,NO APLICA,,
HERMAN,20-03-2024,LABORATORIO,2DO PISO LABORATORIO,HEMATOLOGÍA,Laboratorio/Farmac,Mediano Costo,Esr analyzer,,ALIFAX,TEST1 SDL,T17306,NO ENCONTRADO,,,,,PROPIO,BUENO,150W,,NO APLICA,,
HERMAN,20-03-2024,LABORATORIO,2DO PISO LABORATORIO,MICROBACTERIAS,Laboratorio/Farmac,Mediano Costo,Estufa cultivo,,MEMMERT,MODELL 100-800,D91107,NO ENCONTRADO,,2009,,,PROPIO,BUENO,200W,,NO APLICA,,
HERMAN,20-03-2024,LABORATORIO,2DO PISO LABORATORIO,MICROBACTERIAS,Laboratorio/Farmac,Mediano Costo,Estufa incubación,,MEMMERT,IN55,D218.1369,NO ENCONTRADO,,2020,,,PROPIO,BUENO,200W,,NO APLICA,,
HERMAN,29-08-2025,LABORATORIO,2DO PISO LABORATORIO,MICROBACTERIAS,Laboratorio/Farmac,Alto Costo,Gabinete de bioseguridad,,BIOBASE,BSC-1300IIA2-X,BSC13AA230800210A,NO ENCONTRADO,,2024,1552-71-L124,"$6,242,621",PROPIO,BUENO,230VA,,IM>12,,
HERMAN,20-03-2024,LABORATORIO,2DO PISO LABORATORIO,CENTRIFUGADO,Laboratorio/Farmac,Mediano Costo,Generador de fluorecencia,,OLYMPUS,BH2-RFL-T3,2302039,NO ENCONTRADO,,,,,PROPIO,BUENO,400VA,,NO APLICA,,
HERMAN,20-03-2024,LABORATORIO,2DO PISO LABORATORIO,SECCIÓN ORINA,Laboratorio/Farmac,Mediano Costo,Lector de cintas de orina,,DIRUI,H-500,2200500H0573,NO ENCONTRADO,,,,,PROPIO,BUENO,NA,,RELEVANTE,,
HERMAN,20-03-2024,LABORATORIO,2DO PISO LABORATORIO,MICROBACTERIAS,Laboratorio/Farmac,Mediano Costo,Lupa microscopica,,OLYMPUS,SZ 51,AC100-240V,NO ENCONTRADO,,,,,PROPIO,BUENO,NA,,NO APLICA,,
HERMAN,26-02-2024,PABELLÓN CENTRAL,1ER PISO PABELLÓN CENTRAL,PASILLO,Apoyo Quirúrgico,Alto Costo,Microscopio qx oftalmológico,,CARL ZEISS,STATIV S8,371132,NO ENCONTRADO,,,,,PROPIO,SUGERIDO A LA BAJA (REP. PENDIENTE),1700w,,IM>12,Ampolletas,
ISAIAS,19-02-2024,CDT - POLICLINICO DE OTORRINOLARINGOLOGIA,SALA DE PROCEDIMIENTOS,U2025,Apoyo Diagnóstico,Alto Costo,Microscopio qx otorrino,,KAPS,KAPS,18155,NO ENCONTRADO,IM048-00,,,,PROPIO,BUENO,1700w,,IM>12,Ampolletas,
HERMAN,13-03-2024,PABELLÓN CENTRAL,CDT - PABELLÓN AMBULATORIO,PABELLON 1,Apoyo Quirúrgico,Alto Costo,Microscopio qx otorrino,,CARL ZEISS,OPMI VISU 160,302605-9001-000,NO ENCONTRADO,,,,,PROPIO,BUENO,1700w,,IM>12,Ampolletas,
ALEXANDRA,15-02-2024,ANATOMIA PATOLOGICA,ANAT. PAT,P038,Laboratorio/Farmac,Mediano Costo,Microscopio universal,,LEICA,DM3000LED,587587,NO ENCONTRADO,IM050-23,2023,,,PROPIO,BUENO,40 W,,IM>12,Ampolletas,
ALEXANDRA,15-02-2024,ANATOMIA PATOLOGICA,ANAT. PAT,P038,Laboratorio/Farmac,Mediano Costo,Microscopio universal,,LEICA,DM3000LED,587591,NO ENCONTRADO,IM051-23,2023,,,PROPIO,BUENO,40 W,,IM>12,Ampolletas,
ALEXANDRA,15-02-2024,ANATOMIA PATOLOGICA,ANAT. PAT,P038,Laboratorio/Farmac,Mediano Costo,Microscopio universal,,LEICA,DM3000LED,522044,NO ENCONTRADO,IM052-23,2023,,,PROPIO,BUENO,40 W,,IM>12,Ampolletas,
ALEXANDRA,15-02-2024,ANATOMIA PATOLOGICA,ANAT. PAT,P041,Laboratorio/Farmac,Mediano Costo,Microscopio universal,,LEICA,DM3000LED,522073,NO ENCONTRADO,IM053-22,2021,1554-36-LE22,"$19,660,228",PROPIO,BUENO,40 W,,IM>12,Ampolletas,
HERMAN,20-03-2024,LABORATORIO,2DO PISO LABORATORIO,CENTRIFUGADO,Laboratorio/Farmac,Mediano Costo,Microscopio universal,,LEICA,DM 1000,297525 - 092007,NO ENCONTRADO,IM054-00,2006,,,PROPIO,NO OPERATIVO,40 W,,IM>12,Ampolletas,NO OPERATIVO OBJETIVOS MALOS
HERMAN,20-03-2024,LABORATORIO,2DO PISO LABORATORIO,DERIVADOS,Laboratorio/Farmac,Mediano Costo,Refrigerador clínico,,CLIMAS,VERTICA FREZER,5206,NO ENCONTRADO,,,,,PROPIO,BUENO,150W,,NO APLICA,,
HERMAN,20-03-2024,LABORATORIO,2DO PISO LABORATORIO,MICROBACTERIAS,Laboratorio/Farmac,Mediano Costo,Refrigerador clínico,,RADIBER S.A,UKS-570,602-779329647,NO ENCONTRADO,,,,,PROPIO,BUENO,150W,,NO APLICA,,
HERMAN,20-03-2024,LABORATORIO,2DO PISO LABORATORIO,BIOQUIMICA,Laboratorio/Farmac,Mediano Costo,Refrigerador clínico,,RADIBER S.A,UKS-570,602-779939698,NO ENCONTRADO,,2008,,,PROPIO,BUENO,150W,,NO APLICA,,
HERMAN,20-03-2024,LABORATORIO,2DO PISO LABORATORIO,DERIVADOS,Laboratorio/Farmac,Mediano Costo,Refrigerador clínico,,HAIER,DW-40L262,BE02Q4E1T00QEK6C0010,306C2P2756741,,,,,PROPIO,BUENO,2500W,,NO APLICA,,
HERMAN,06-08-2024,LABORATORIO,2DO PISO LABORATORIO,HEMODINAMIA,Laboratorio/Farmac,Alto Costo,Refrigerador clínico,,PITEC,REF-38,5118,NO ENCONTRADO,,,,,PROPIO,BUENO,2000W,,IM>12,,
HERMAN,20-03-2024,LABORATORIO,2DO PISO LABORATORIO,MICROBACTERIAS,Laboratorio/Farmac,Alto Costo,Sistema pcr tiempo real,,ROCHE,COBAS LIAT SYSTEM,13407,NO ENCONTRADO,,,,,PROPIO,BUENO,1100 VA,,NO APLICA,,
HERMAN,20-03-2024,LABORATORIO,2DO PISO LABORATORIO,MICROBACTERIAS,Laboratorio/Farmac,Alto Costo,Sistema pcr tiempo real,,CRED DIAGNOSTICS,VITAPCR INSTRUMENT,22A13074,NO ENCONTRADO,,,,,PROPIO,BUENO,60VA,,NO APLICA,,
HERMAN,20-03-2024,LABORATORIO,2DO PISO LABORATORIO,MICROBACTERIAS,Laboratorio/Farmac,Alto Costo,Sistema pcr tiempo real,,CRED DIAGNOSTICS,VITAPCR INSTRUMENT,22C29734,NO ENCONTRADO,,,,,PROPIO,BUENO,60VA,,NO APLICA,,
HERMAN,20-03-2024,LABORATORIO,2DO PISO LABORATORIO,MICROBACTERIAS,Laboratorio/Farmac,Alto Costo,Sistema pcr tiempo real,,CRED DIAGNOSTICS,VITAPCR INSTRUMENT,22C29751,NO ENCONTRADO,,,,,PROPIO,BUENO,60VA,,NO APLICA,,
HERMAN,20-03-2024,LABORATORIO,2DO PISO LABORATORIO,MICROBACTERIAS,Laboratorio/Farmac,Alto Costo,Sistema pcr tiempo real,,CRED DIAGNOSTICS,VITAPCR INSTRUMENT,22C29753,NO ENCONTRADO,,,,,PROPIO,BUENO,60VA,,NO APLICA,,
HERMAN,20-03-2024,LABORATORIO,2DO PISO LABORATORIO,MICROBACTERIAS,Laboratorio/Farmac,Alto Costo,Sistema pcr tiempo real,,ROCHE,COBAS LIAT SYSTEM,M1-E-10737,NO ENCONTRADO,,2021,,,PROPIO,BUENO,1100 VA,,NO APLICA,,
HERMAN,20-03-2024,LABORATORIO,2DO PISO LABORATORIO,MICROBACTERIAS,Laboratorio/Farmac,Alto Costo,Sistema pcr tiempo real,,ROCHE,COBAS LIAT SYSTEM,M1-E-10800,NO ENCONTRADO,,2021,,,PROPIO,BUENO,1100 VA,,NO APLICA,,
HERMAN,20-03-2024,LABORATORIO,2DO PISO LABORATORIO,MICROBACTERIAS,Laboratorio/Farmac,Alto Costo,Sistema pcr tiempo real,,AGILENT,ARIAMX,MY20285264,306C2P2946943,,2020,,,PROPIO,BUENO,1100 VA,,NO APLICA,,
HERMAN,10-09-2024,LABORATORIO,2DO PISO LABORATORIO,2DO PISO LABORATORIO,Laboratorio/Farmac,Alto Costo,Tincionador de Láminas,,SYSMEM,SP-50,14053,,,,,,COMODATO,BUENO,1000W,,RELEVANTE,,
HERMAN,08-08-2024,LABORATORIO DE BIOLOGÍA MOLECULAR,CDT CALLE VICUÑA,SALA DE EXTRACCIÓN,Laboratorio/Farmac,Bajo Costo,Baño seco,,SELECT BIOPRODUCTS,SBD-1301-230V,BB196AK0000269,NO ENCONTRADO,,2020,Donación CODELCO,,PROPIO,BUENO,220V,,NO APLICA,,
HERMAN,06-08-2024,LABORATORIO DE BIOLOGÍA MOLECULAR,CDT CALLE VICUÑA,SALA 2,Laboratorio/Farmac,Mediano Costo,Equipo automatizado extración adn,,DAANGENE,SMART 32,DA01011716,NO ENCONTRADO,,2020,,,PROPIO,BUENO,300W,,RELEVANTE,,
HERMAN,06-08-2024,LABORATORIO DE BIOLOGÍA MOLECULAR,CDT CALLE VICUÑA,SALA 2,Laboratorio/Farmac,Mediano Costo,Extractor automatico,,MABSKY,EX48,SKYEX2021054808,NO ENCONTRADO,,2021,,,PROPIO,BUENO,200W,,NO APLICA,,
HERMAN,06-08-2024,LABORATORIO DE BIOLOGÍA MOLECULAR,CDT CALLE VICUÑA,SALA DE EXTRACCIÓN,Laboratorio/Farmac,Mediano Costo,Extractor de ácido nucleico,,MABSKY,EX48,SKYEX2021034801,NO ENCONTRADO,,2022,,,PROPIO,BUENO,200W,,NO APLICA,,
HERMAN,06-08-2024,LABORATORIO DE BIOLOGÍA MOLECULAR,CDT CALLE VICUÑA,SALA2,Laboratorio/Farmac,Mediano Costo,Extractor de ácido nucleico,,MABSKY,EX48,SKYEX2021034802,NO ENCONTRADO,,2021,,,PROPIO,BUENO,200W,,NO APLICA,,
HERMAN,06-08-2024,LABORATORIO DE BIOLOGÍA MOLECULAR,CDT CALLE VICUÑA,SALA2,Laboratorio/Farmac,Alto Costo,Freezer -30°c,,PITEC,FZ-200,6689,NO ENCONTRADO,,2020,Donación CODELCO,,PROPIO,BUENO,11W,,IM>12,,
HERMAN,06-08-2024,LABORATORIO DE BIOLOGÍA MOLECULAR,CDT CALLE VICUÑA,SALA2,Laboratorio/Farmac,Alto Costo,Freezer -80°c,,THERMO,FDE30086FV,1.11749E+15,NO ENCONTRADO,,,,,PROPIO,BUENO,11W,,IM>12,,
HERMAN,08-08-2024,LABORATORIO DE BIOLOGÍA MOLECULAR,CDT CALLE VICUÑA,,Laboratorio/Farmac,Alto Costo,Sistema pcr tiempo real,,CRED DIAGNOSTICS,VITAPCR INSTRUMENT,22A05003,NO ENCONTRADO,,,,,PROPIO,BUENO,60VA,,NO APLICA,,
HERMAN,06-08-2024,LABORATORIO DE BIOLOGÍA MOLECULAR,CDT CALLE VICUÑA,SALA3,Laboratorio/Farmac,Alto Costo,Termociclador equipo pcr tiempo real,,AGILENT,ARIAMX,MY20195277,NO ENCONTRADO,,2020,Donación CODELCO,,PROPIO,BUENO,500W,,IM>12,,
HERMAN,06-08-2024,LABORATORIO DE BIOLOGÍA MOLECULAR,CDT CALLE VICUÑA,SALA3,Laboratorio/Farmac,Alto Costo,Termociclador equipo pcr tiempo real,,BIO RAD,C1000,787BR16233,NO ENCONTRADO,,2021,,,PROPIO,BUENO,500W,,NO APLICA,,
HERMAN,08-08-2024,LABORATORIO DE BIOLOGÍA MOLECULAR,CDT CALLE VICUÑA,SALA DE EXTRACCIÓN,Laboratorio/Farmac,Mediano Costo,Vortex,,SELECT BIOPRODUCTS,SBS100-2,20062047,NO ENCONTRADO,,2020,Donación CODELCO,,PROPIO,BUENO,10W,,NO APLICA,,
HERMAN,09-02-2024,MEDICINA,Medicina 5to,TN5008,Laboratorio/Farmac,Alto Costo,Armario inteligente principal doble columna,,PYXIS,SUPPLY STATION S-30,13741090,POR ASIGNAR,,,,,PROPIO,BUENO,660W,,NO APLICA,,
HERMAN,12-02-2024,FARMACIA,urgencia 1er psio,U1010,Laboratorio/Farmac,Alto Costo,Armario inteligente auxiliar doble columna,,PYXIS,SUPPLY STATION S-30,13741098,POR ASIGNAR,,,,,PROPIO,BUENO,660W,,NO APLICA,,
HERMAN,09-02-2024,MEDICINA,Medicina 5to,TN5096,Apoyo Diagnóstico,Bajo Costo,Balanza silla,,DETECTO,4751,5769353172214,306TN5P509603452,,,,,PROPIO,BUENO,NA,,NO APLICA,,
HERMAN,09-02-2024,MEDICINA,Medicina 5to,TN5096,Apoyo Quirúrgico,Bajo Costo,Bomba aspiración universal,,MEDIAIR,KTR066,SU11L00182,NO ASIGNADO,,,,,PROPIO,BUENO,48W,,NO APLICA,,
HERMAN,09-02-2024,MEDICINA,Medicina 5to,TN5117,Apoyo Terapéutico,Mediano Costo,Bomba de infusión volumétrica,,ICU MEDICAL,PLUM 360,42432163,NO APLICA,,2022,,,COMODATO,BUENO,50 VA,,IM>12,,
HERMAN,09-02-2024,MEDICINA,Medicina 5to,TN5114,Apoyo Terapéutico,Mediano Costo,Bomba de infusión volumétrica,,FRESENIUS KABI,AGILIA VP MC,25140990,NO APLICA,,,,,COMODATO,BUENO,10 - 15 VA,,IM>12,,
HERMAN,09-02-2024,MEDICINA,Medicina 5to,SIN REGISTRO,Apoyo Terapéutico,Mediano Costo,Bomba de infusión volumétrica,,FRESENIUS KABI,AGILIA VP MC,25141021,NO APLICA,,,,,COMODATO,BUENO,10-15VA,,IM>12,,
HERMAN,09-02-2024,MEDICINA,Medicina 5to,SIN REGISTRO,Apoyo Terapéutico,Mediano Costo,Bomba de infusión volumétrica,,FRESENIUS KABI,AGILIA VP MC,25141023,NO APLICA,,,,,COMODATO,BUENO,10-15VA,,IM>12,,
HERMAN,09-02-2024,MEDICINA,Medicina 5to,SIN REGISTRO,Apoyo Terapéutico,Mediano Costo,Bomba de infusión volumétrica,,FRESENIUS KABI,AGILIA VP MC,25141025,NO APLICA,,,,,COMODATO,BUENO,10-15 VA,,IM>12,,
HERMAN,09-02-2024,MEDICINA,Medicina 5to,SIN REGISTRO,Apoyo Terapéutico,Mediano Costo,Bomba de infusión volumétrica,,FRESENIUS KABI,AGILIA VP MC,25141026,NO APLICA,,,,,COMODATO,BUENO,10-15 VA,,IM>12,,
HERMAN,09-02-2024,MEDICINA,Medicina 5to,SIN REGISTRO,Apoyo Terapéutico,Mediano Costo,Bomba de infusión volumétrica,,FRESENIUS KABI,AGILIA VP MC,25141027,NO APLICA,,,,,COMODATO,BUENO,10-15VA,,IM>12,,
HERMAN,09-02-2024,MEDICINA,Medicina 5to,SIN REGISTRO,Apoyo Terapéutico,Mediano Costo,Bomba de infusión volumétrica,,FRESENIUS KABI,AGILIA VP MC,25141028,NO APLICA,,,,,COMODATO,BUENO,10-15 VA,,IM>12,,
HERMAN,09-02-2024,MEDICINA,Medicina 5to,SIN REGISTRO,Apoyo Terapéutico,Mediano Costo,Bomba de infusión volumétrica,,FRESENIUS KABI,AGILIA VP MC,25141029,NO APLICA,,,,,COMODATO,BUENO,10-15 VA,,IM>12,,
HERMAN,09-02-2024,MEDICINA,Medicina 5to,SIN REGISTRO,Apoyo Terapéutico,Mediano Costo,Bomba de infusión volumétrica,,FRESENIUS KABI,AGILIA VP MC,25141030,NO APLICA,,,,,COMODATO,BUENO,10-15 VA,,IM>12,,
HERMAN,09-02-2024,MEDICINA,Medicina 5to,SIN REGISTRO,Apoyo Terapéutico,Mediano Costo,Bomba de infusión volumétrica,,FRESENIUS KABI,AGILIA VP MC,25141046,NO APLICA,,,,,COMODATO,BUENO,10-15VA,,IM>12,,
HERMAN,09-02-2024,MEDICINA,Medicina 5to,SIN REGISTRO,Apoyo Terapéutico,Mediano Costo,Bomba de infusión volumétrica,,FRESENIUS KABI,AGILIA VP MC,25141047,NO APLICA,,,,,COMODATO,BUENO,10-15 VA,,IM>12,,
HERMAN,09-02-2024,MEDICINA,Medicina 5to,SIN REGISTRO,Apoyo Terapéutico,Mediano Costo,Bomba de infusión volumétrica,,FRESENIUS KABI,AGILIA VP MC,25141048,NO APLICA,,,,,COMODATO,BUENO,10-15VA,,IM>12,,
HERMAN,09-02-2024,MEDICINA,Medicina 5to,SIN REGISTRO,Apoyo Terapéutico,Mediano Costo,Bomba de infusión volumétrica,,FRESENIUS KABI,AGILIA VP MC,25141049,NO APLICA,,,,,COMODATO,BUENO,10-15 VA,,IM>12,,
