N°,AÑO,FECHA,TIPO,UNIDAD,CANTIDAD,EQUIPO,MARCA,SERIE,OBSERVACIÓN
AE-121-22,2022,28-11-2022,EQUIPO,PQC,3,"TUBOS DE SUCCIÓN 5,0MM - 330MM",RUDOLF,COD. LP310-517,
AE-122-22,2022,28-11-2022,EQUIPO,UMT,1,CENTRIFUGA,HETTICH,314,
AE-123-22,2022,07-12-2022,EQUIPO,NEUROLOGÍA,23,CAMAS ,HILL-ROM,VARIAS,
AE-010-23,2023,24-01-2023,EQUIPO,PABELLÓN GINECOLOGÍA,1,LÁMPARA QX,MINDRAY,67-25000309,
AE-125-22,2022,14-12-2022,EQUIPO,PQC,3,HOOK,RUDOLF,MODELO: LP320-2312,EN PRÉSTAMO
AE-126-22,2022,15-12-2022,EQUIPO,POLI TRAUMATOLOGÍA,1,SIERRA VIBRÁTIL,COMEN - HEBU MEDICAL,MODELO: HB8888-02,
AE-127-22,2022,20-12-2022,EQUIPO,UTI,1,MONITOR DESFIBRILADOR,NIHON KOHDEN,388,
AE-128-22,2022,20-12-2022,EQUIPO,POLI CARDIOLOGÍA,1 / 1 ,STETHOSCOPIO ADULTO / STETHOSCOPIO PEDIÁTRICO,LITTMAN,5627 / 2122,
AE-129-22,2022,20-12-2022,EQUIPO,ONCOLOGÍA,1,MONITOR DESFIBRILADOR,NIHON KOHDEN,4941,
AE-130-22,2022,21-12-2022,EQUIPO,UMT,1,BOMBA DE INFUSIÓN ,ICU MEDICAL,42407425,
AE-131-22,2022,22-12-2022,EQUIPO,PABELLÓN CENTRAL,1,FACO,OPTIKON,38BG,AE NULO
AE-132-22,2022,28-12-2022,EQUIPO,CDT REHABILITACIÓN,1 / 1 / 1,01Ultrasonido / 01 Electroestimulador con ultrasonido / 01 Cabezal del ultrasonido,ENRAF-NONIUS,,proyecto “Reposición equipos y equipamiento prioritarios HRC” 
AE-001-23,2023,04-01-2023,ACCESORIOS,POLI CARDIOLOGÍA,6,CABLES ECG,BALDER,REF. ,
AE.210-23,2023,04-01-2023,EQUIPAMIENTO,PABELLÓN CENTRAL,4,PORTASUEROS,MEDLINE,MDS80441,DONACIÓN FEDES
AE-002-23,2023,13-01-2023,EQUIPO,PQC,1,FACO CON ACCESORIOS,OPTIKON,38BG,
AE-003-23,2023,16-01-2023,EQUIPO,PQC,1,MÁQUINA DE ANESTESIA EN DEMO + ACCESORIOS,DRAGER,ASRA-0060,
AE-004-23,2023,16-01-2023,EQUIPO,PQC,1,DERMATOMO,B BRAUN,2618,
AE-005-23,2023,17-01-2023,EQUIPO,PQC,1,MICROSCOPIO,LEICA,160822001,
AE-024-23,2023,17-01-2023,EQUIPO,OTORRINO,1,AUDIOMETRO,ECLIPSE,934416,
AE-006-23,2023,18-01-2023,EQUIPO,OTORRINO,1,FIBROSCOPIO,KARL STORZ,2857185,
AE-007-23,2023,18-01-2023,EQUIPO,PQC,1 / 1,VIDEOLARINGOSCOPIO / CABLE DE CONEXIÓN,KARL STORZ,VN2627 / NA,
AE-008-23,2023,20-01-2023,EQUIPO,BLOQUE MÉDICO,4,CAMAS ,STRYKER,VARIAS ,
AE-012-23,2023,25-01-2023,EQUIPO,PQA,2,LÁMPARAS QX DOBLE CÚPULA,MINDRAY,67-05000033 / 6719000165,
AE-011-23,2023,24-01-2023,EQUIPO,UCA,80,BOMBAS DE ALIMENTACIÓN,FRESENIUS KABI - AMIKA ES,VARIAS,
AE-009-23,2023,24-01-2023,EQUIPO,PARTO,1,LÁMPARA QX,MINDRAY,55-05000342,
AE-013-23,2023,26-01-2023,EQUIPO,BLOQUE MÉDICO,3,CAMAS CLÍNICAS ELÉCTRICAS,STRYKER,010886100021690275 / 010886100021690247 / 010886100021690280,
AE-014-23,2023,27-01-2023,EQUIPO,PQC,6,BOMBAS DE INFUSIÓN PCAM,B BRAUN,VARIAS,
AE-015-23,2023,27-01-2023,EQUIPO,NEONATOLOGÍA,1,VENTILADOR SLE,SLE LIMITED,55185,
AE-016-23,2023,31-01-2023,EQUIPO,PQC,1 / 1 / 1 / 1/ 1,1 CONSOLA UNIDRIVE / 1 BOMBA DE IRRIGACIÓN / 1 PEDAL DE CONSOLA / 1 PEDAL DE BOMBA / 1 MICROMOTOR DE ALTO RENDIMIENTO,STORZ,WS 3523 / SS2012 / YS5805 / TS4117 / 9403630,
AE-017-23,2023,01-02-2023,EQUIPO,ESTERILIZACIÓN,1,SELLADORA CONTINUA,MATACHANA,540548,
AE-018-23,2023,03-02-2023,ACCESORIOS,PQC,1,CABLE CON ECHUFE MAGIC PARA MICROSCOPIO OFTALMOLÓGICO,NA,NA,
AE-019-23,2023,08-02-2023,EQUIPO,MEDICINA,2,ELECTROCARDIOGRAFO,EDAN,460016-M22512510009 / 460016-M22512510008.,
AE-020-23,2023,13-02-2023,EQUIPO,PQC,5,HOOK PARA VIDEOLAPAROSCOPIA,RUDOLF,MODELO: LP320-062C,
AE-021-23,2023,13-02-2023,EQUIPO,IMAGENOLOGÍA,1,SISTEMA INYECTORA DE MEDIOS CONSTRASTES,MEDRAD,200605,Equipo fue entregado el día 07/02/2023.
AE-022-23,2023,16-02-2023,EQUIPO,CIRUGÍA,1,BOMBA DE INUFSIÓN,FRESENIUS KABI,25140944,
AE-023-23,2023,17-02-2023,EQUIPO,NEONATOLOGÍA,1,BOMBA DE INFUSIÓN,FRESENIUS KABI,018080/21542044,
AE-025-23,2023,21-02-2023,EQUIPO,HEMODIÁLISIS,1,MÁQUINA DE DIÁLISIS,FRESENIUS KABI,5XKAHR33,
AE-026-23,2023,21-02-2023,EQUIPO,PEDIATRÍA,1,BOMBA DE JERINGA,B BRAUN,,
AE-027-23,2023,21-02-2023,EQUIPO,LABORATORIO,1,TPURCH SYSTEM,BIOMERIEUX,KTB00492,
AE-028-23,2023,02-03-2023,EQUIPO,POLICLÍNICO UROLOGÍA,1,TORRE DE CISTOSCOPIA,OLYMPUS,,Reposición equipos plan cáncer 2022 HRC
AE-029-23,2023,02-03-2023,EQUIPO,PQC,1,TORRE DE VIDEOLAPAROSCOPIA UROLÓGICA Y EQUIPAMIENTO,OLYMPUS,,Reposición equipos plan cáncer 2022 HRC
AE-030-23,2023,02-03-2023,EQUIPO,MEDICINA NUCLEAR,1,BOMBA DE JERINGA,MEDCAPTAIN,6002205000070,Equipo Nuevo
AE-031-23,2023,08-03-2023,EQUIPO,ESTERILIZACIÓN,1,LUMINOMETRO,HYGIENA,49640,Equipo fue entregado el 03/03/2023
AE-032-23,2023,08-03-2023,ACCESORIO,NEUROLOGÍA,23,SOPORTES DE TUBO DE O2 PARA TUBO TIPO E,HILL-ROM,HR-900,
AE-033-23,2023,08-03-2023,EQUIPO,NEONATOLOGÍA,1,VENTILADOR MECÁNICO ,SLE,6020461143,DEMO
AE-034-23,2023,13-03-2023,EQUIPO,CIRUGÍA,3,CAMAS ELECTROMECÁNICAS,VOLKER,962-2-2012-6-181-181 / 192 / 238,
AE-035-23,2023,13-03-2023,EQUIPO,PQC,1,DERMATOMO,PEDGETT,2-11195,
AE-036-23,2023,14-03-2023,EQUIPO,PQC,1,ARCO C,IMS COMPANY,7100A23102,Reposición de equipos priorizados pabellón Código BIP 40037926-0
AE-073-23,2023,15-03-2023,EQUIPO,POLI TACO,2,KIT MEDIDOR DE COAGULACIÓN,ROCHE,TZ1143719 / TZ1143718,
AE-037-23,2023,20-03-2023,EQUIPO,PQC,1,UNIDRIVE SIII ENT,KARL STORZ,WS 3523,
AE-038-23,2023,20-03-2023,ACCESORIOS,ESTERILIZACIÓN,02 / 01,02 PIEZAS DE MANO / 01 CABLE ,STORZ,252590 - 252570 // 20711033,
AE-039-23,2023,22-03-2023,ACCESORIOS,PQC,01 / 03,01 DELANTAL DE BISMUTO / 03 CUELLOS TIROIDEOS,NA,NA,Accesorios pendientes de AE-036-23
AE-040-23,2023,22-03-2023,ACCESORIOS,PQC,01 / 01,01 DELANTAL PLOMADO DOS PIEZAS / 01 PROTECCIÓN TIROIDEOS,NA,NA,Donación de la empresa LLM
AE-041-23,2023,24-03-2023,ACCESORIO,PQC,6,CARROS DE TRANSPORTE DE MATERIAL,BAILIDA,NA,
AE-042-23,2023,29-03-2023,EQUIPO,PQC,1,VIDEOFIBROBRONCOSCOPIO,KARL STORZ,92710,Reposición de equipos plan cáncer 2022 HRC
AE-043-23,2023,29-03-2023,EQUIPO,APOYO ENFERMEDADES EMERGENTES,1,FONENDOSCOPIO,3M - LITTMANN,J20C927612,
AE-044-23,2023,04-04-2023,EQUIPO,UQA,1,MONITOR DESFIBRILADOR,NIHON KOHDEN,4941,Reposición de equipos plan cáncer 2022 HRC. Regularización de accesorios pendientes en AE-128-22
AE-045-23,2023,04-04-2023,EQUIPO,PQC,1,ELECTROCARDIÓGRAFO,MINDRAY,FN-22032778,
AE-046-23,2023,04-04-2023,EQUIPO,PQC,1,MONITOR DESFIBRILADOR,MINDRAY,EZ-2A099713,Reposición de equipos y equipamiento prioritarios HRC
AE-047-23,2023,04-04-2023,EQUIPO,POLICLÍNICO OTORRINO,1,SCRRENING AUDITIVO,INTERACOUSTICS,926308,Equipo calibrado por GAES
AE-048-23,2023,04-04-2023,EQUIPO,UQA,2,MONITORES MULTIPARÁMETROS,MINDRAY,KN-14105583 / KN-14105582(entregado en nov.2022),Reposición de equipos Plan cáncer 2022 HRC
AE-049-23,2023,04-04-2023,EQUIPO,UQA,1,ELECTROCARDIÓGRAFO,MINDRAY,FN-0B023299,"Regularización de AE. ""Reposición de equipos plan cáncer 2022 HRC"""
AE-050-23,2023,05-04-2023,EQUIPO,PQC,6,CARGADORES DE BOMBA PCAM,B BRAUN,VARIAS,Cargadores pendientes... Reposición equipos y equipamiento prioritarios HRC
AE-051-23,2023,05-04-2023,EQUIPO,IMAGENOLOGÍA,01 / 01,01 CARRO DE PARO COMPLETO / 01 DESFIBRILADOR,BAILIDA / MINDRAY,BM21-05531 / EZ-2A099706,Reposición de equipos y equipamiento prioritarios HRC
AE-052-23,2023,06-04-2023,EQUIPO,PQC,1,PIEZA DE MANO MOTOR SYNTHES,SYNTHES,(21) 1083525,
AE-053-23,2023,06-04-2023,ACCESORIOS,CARDIOLOGÍA,1,CABLE DEA Y PARCHE DEA,NIHON KOHDEN,04704 / LOT.36104C,
AE-054-23,2023,06-04-2023,EQUIPO,POLI UROLOGÍA,1,EQUIPO URODINAMIA,LABORIE - AQUARIUS CT,NACT-30006389,Reposición de equipos FNDR 2021
AE-055-23,2023,06-04-2023,EQUIPO,IMAGENOLOGÍA,1,FONENDOSCOPIO,3M - LITTMANN,LOT 202003DC,
AE-056-23,2023,10-04-2023,EQUIPO,POLI CARDIOLOGÍA,04 / 02 / 02,04 LEAD PATIENT CABLE ADULT MED / 02 MOBIL-O-GRAPH CUFF M / 02 MOBIL-O-GRAPH CUFF XL,,,
AE-057-23,2023,12-04-2023,EQUIPO,UNIDAD DE MEMORIA,1,MONITOR MULTIPARÁMETROS,NIHON KOHDEN,102875,Equipo de traspaso 
AE-058-23,2023,13-04-2023,EQUIPO,POLICLÍNICO OTORRINO,1,IMPEDANCIOMETRO CLÍNICO,INTERACOUSTICS,3006845,Equipo calibrado por GAES
AE-060-23,2023,14-04-2023,ACCESORIO,PARTO,12,MANGOS ESTERILIZABLES,MINDRAY,HYLED,Repuestos para lámparas Mindray
AE-061-23,2023,14-04-2023,ACCESORIO,PQC,01 / 01,01 COLCHONETA CENTRAL / 01 PIERNERA,MAQUET,,"Accesorios para mesa quirúrgica, marca maquet, modelo alphaclassic"
AE-059-23,2023,14-04-2023,ACCESORIOS,PABELLÓN AMBULATORIO,8,MANGOS ESTERILIZABLE,MINDRAY,NA,AE NULO
AE-062-23,2023,18-04-2023,EQUIPO,PQC,01 / 01,MODULO + CABLE DE PACIENTE  SEDLINE(COMODATO),MASIMO,6061765,
AE-063-23,2023,18-04-2023,ACCESORIO,PQC,1,HOJA DE VIDEOLARINGOSCOPIO MAC#4,KARL STORZ,WQ41057,Equipo reparado
AE-064-23,2023,24-04-2023,EQUIPO,PQC,04 / 01 / 01 / 01 / 02,BOMBAS AGILIA SP TIVA CL / MULTIFIX 4 / PEDESTAL DE ANESTESIA / BOMBA ORCHESTRA BASE PRIMEA SP / MODULO DPS ORCHESTRA SP2,FRENIUS KABI,VARIOS,
AE-066-23,2023,28-04-2023,ACCESORIO,PQC,5,BAJADAS INFUSOMAT,B BRAUN,REF. 8270358SP,
AE-067-23,2023,02-05-2023,ACCESORIO,PQC,1,PORTA SUERO,B BRAUN,,
AE-068-23,2023,05-05-2023,EQUIPO,POLICLINICO OFTALMOLOGÍA,1,LÁMPARA HENDIDURA,TOPCON,805229,DONACION FEDES
AE-069-23 NULO,2023,11-05-2023,EQUIPAMIENTO ,PABELLÓN CENTRAL,4,HOOK,RUDOLF,MODELO. LP320-062C,Recambio de equipamiento en garatía  (NULO)
AE-070-23,2023,11-05-2023,EQUPO,PABELLÓN CENTRAL,1 / 1,MODULO SEDLInE / SISTEMA DE MONITORIZACIÓN,MASIMO,6061577 / 20001425183,Equipo en préstamo-comodato.
AE-071-23,2023,11-05-2023,EQUIPO,PABELLÓN CENTRAL,1 / 1,CARGADOR DE BATERÍA / DERMATOMO,ACCULAN,009547 / 002618.,"Equipo enviado a reparación con CS N°07. Queda pendiente la entrega de baterías las cuales fueron adquiridas mediante SEM-029-23, OC N°1554-769-SE23 del 03-04-2023."
AE-072-23,2023,15-05-2023,EQUIPO,PABELLÓN CENTRAL,1,BATERÍA DE DERMATOMO,ACCULAN,32424,1554-769-SE23
AE-074-23,2023,16-05-2023,EQUIPO,NEONATOLOGÍA,1,VENTILADOR MECÁNICO INVASIVO NEONATAL,SLE,59283,Equipo en calidad de préstamo desde el HPH. 
AE-075-23,2023,17-05-2023,ACCESORIO,PABELLÓN CENTRAL,4,CARROS DE TRANPORTE ROOT MASIMO,NA,LOTE. 03012020 / 02052022,NA
AE-076-23,2023,19-05-2023,EQUIPO,PABELLÓN CENTRAL,1,ELECTROBISTURI,VALLEYLAB,F6K50461A,Equipo reparado
AE-077-23,2023,22-05-2023,ACCESORIO,PABELLÓN CENTRAL,01 / 01,REGULADOR DE OXIDO NITROSO / 01 ADAPATADOR ACOPLE RAPIDO,INDURA,NA,
AE-079-23,2023,23-05-23,EQUIPO,PABELLÓN GINE,1,GENERADOR ELECTROQUIRURGICO,VALLEYLAB,F1J68890AX,DONACION FEDES
AE-078-23,2023,24-05-2023,EQUIPAMIENTO,PABELLÓN CENTRAL,1,KIT DE LARINGOSCOPIO,WELCH ALLYN,6515-01-526-4240,DONACION FEDES
AE-080-23,2023,24-05-2023,EQUIPO,PABELLÓN AMBULATORIO,1,GENERADOR ELECTROQUIRURGICO,VALLEYLAB,F1H68684AX,DONACION FEDES
AE-081-23,2023,24-05-23,EQUIPAMIENTO,PABELLON,10,PORTASUERO,-,-,DONACION FEDES
AE-082-23,2023,24-05-2023,INSUMOS,BODEGA CENTRAL,2911,PAÑALES Y ROPA INTERIOR DESECHABLE,-,-,DONACION FEDES
AE-083-23,2023,24-05-2023,INSUMOS,BODEGA CENTRAL,1524,PAÑALES Y ROPA INTERIOR DESECHABLE,-,-,DONACION FEDES
AE-084-23,2023,24/05/2023,INSUMOS,BODEGA CENTRAL,,ESTETOSCOPIOS Y ESFIGNOMANOMETROS,,,DONACION FEDES
AE-131-23,2023,24-05-2023,EQUIPO,EEMM,1,GENERADOR ELECTROQUIRURGICO,VALLEYLAB,F0H001012,DONACIÓN FEDES
AE-159-23,2023,24-05-2023,EQUIPO,ING. CLÍNICA Y EEMM,1,BOMBA DE ASPIRACIÓN,IMPACT INSTRUMENTS,122578,DONACIÓN FEDES
AE-085-23,2023,30-05-2023,EQUIPO,IMAGENOLOGÍA,3,UPS,ALLSAI,,1554-1139-AG23
AE-086-23,2023,01-06-2023,EQUIPO,DENTAL,2,MICROMOTOR CON CABLE,NSK,02310009 / 02310014,Equipo nuevo
AE-087-23,2023,01-06-2023,ACCESORIO,PROCURAMIENTO,1,CHIP PREPAGO ,ENTEL,56 9 77453527,
AE-088-23,2023,05-06-2023,EQUIPO,UPC,2,FIBROBRONCOSCOPIO,FUJINON,FB-120S / FB-120P,Equipos no operativos
AE-089-23,2023,05-06-2023,EQUIPO,PQC,1,VIDEUTEROSCOPIO,OLYMPUS,2352792,Equipo no operativo
AE-090-23,2023,06-2023,EQUIPO,ESTERILIZACIÓN,1,RESECTOSCOPIO,NA,NA,Equipo reparado 
AE-091-23,2023,05-06-2023,EQUIPO,CLÍNICA ATACAMA,1,VENTILADOR MECÁNICO DE TRANSPORTE,NEWPORT,HT7P200224,Equipo en arriendo a Clínica Atacama RCR
AE-092-23,2023,09-06-2023,EQUIPO,INVENTARIO,5,MONITORES MULTIPARÁMETROS,04 NIHON KOHDEN / 01 PHILIPS ,102895 / 102882 / 102888 / 102881 / DE72865582,Equipos dado de baja
AE-093-23,2023,12-06-2023,EQUIPO,PQC,1,MONITOR ,HAWK,102216543,Equipo en comodato CENCOMEX
AE-094-23,2023,12-06-2023,EQUIPO,HPH,1,VENTILADOR MECÁNICO INVASIVO NEONATAL,SLE,59283,Devolución de equipo a Hospital Provincial del Huasco
AE-095-23,2023,12-06-2023,EQUIPAMIENTO,ESTERILIZACIÓN,3,CONTENEDORES QUIRÚRGICOS E INSTRUMENTAL,N/A,N/A,DONACION FEDES
AE-096-23,2023,12-06-2023,EQUIPAMIENTO,ESTERILIZACIÓN,2,CARROS DE MATERIAL ESTÉRIL,N/A,N/A,DONACION FEDES
AE-099-23,2023,12-06-2023,EQUIPAMIENTO,URGENCIA,3,CAMILLAS DE TRANSPORTE,STRYKER,0610 080985 / 0708 090683 / 0509 070611,DONACION FEDES
AE-097-23,2023,13-06-2023,EQUIPO,UCPP,2,VENTILADORES MECÁNICOS EVITA V300 Y ACCESORIOS,DRAGER,ASPC-0184 / ASPC-0190,Enviados por MINSAL para campaña Invierno 2023
AE-098-23,2023,13-06-2023,EQUIPAMIENTO,ESTERILIZACIÓN,3,CONTENEDORES QUIRÚRGICOS E INSTRUMENTAL,N/A,N/A,DONACION FEDES
AE-100-23,2023,14-06-2023,EQUIPO,URGENCIA,1,MONITOR MULTIPARÁMETROS,NIHON KOHDEN,117965,Equipo hallado en cirugía
AE-103-23,2023,15-06-2023,EQUIPAMIENTO,ESTERILIZACIÓN,1,CONTENEDOR QUIRÚRGICO E INSTRUMENTAL,N/A,N/A,DONACIÓN FEDES
AE-101-23,2023,16-06-2023,EQUIPO,TRAUMATOLOGIA,1,ELECTROCARDIOGRAFO,GE,SDE14080067NA,DONACIÓN FEDES
AE-102-23,2023,16-06-2023,EQUIPO,UROLOGIA,1,ELECTROCARDIOGRAFO,GE,SDE13230083NA,DONACIÓN FEDES
AE-104-23,2023,16-06-2023,ACCESORIO,PQC,1,TORNILLO PARA DERMATOMO,B braun,N/A,
AE-105-23,2023,19-06-2023,EQUIPAMIENTO,HOSPITALIZACIÓN DOMECILIARIA,3,BOMBAS DE ASPIRACIÓN,IMPACT INSTRUMENTS,9810004 / 122572 / 150725.,DONACIÓN FEDES
AE-106-23,2023,20-06-2023,EQUIPO,PARTO,1,CUNA RADIANTE,NINGBO DAVID,AF5BB0001003,Equipo en DEMO 
AE-107-23,2023,20-06-2023,EQUIPOS,HPH,3,CNAF,FISHER & PAYKEL (AIRVO2),200609137780 / 200605136794 / 200527134415,Devolución de equipos al HPH
AE-108-23,2023,20-06-2023,ACCESORIO,PQC,1,SET CLIP VASCULAR LAPAROSCOPIA,B BRAUN,GD N°246790,Equipo en DEMO 
AE-109-23,2023,20-06-2023,ACCESORIO,UPC,2,CABLES TRONCAL DE PRESIÓN INVASUVA (IBP-001C),EXXIMMED 2000 SPA,GD N°24.789,Equipamiento en DEMO
AE-110-23,2023,22-06-2023,EQUIPO,PEDIATRÍA,1,CNAF,FISHER & PAYKEL (AIRVO2),200611138786,Devolución de equipo desde neo a pediatría
AE-111-23,2023,22-06-2023,EQUIPO,NEONATOLOGÍA,1,CNAF,FISHER & PAYKEL (AIRVO2),200521133282,Cambio de filtro nuevo 22/06/2023
AE-112-23,2023,23-06-2023,ACCESORIO,HPH,3,KIT DE DESINFECCIÓN,FISHER & PAYKEL (AIRVO2),Lote 2102423364,envio a HPH kit de desinfección pendientes
AE-113-23,2023,23-06-2023,EQUIPO,UCPP,3,CNAF,FISHER & PAYKEL (AIRVO2),,Cambio de filtro nuevo 22/06/2023
AE-114-23,2023,23-06-2023,EQUIPO,PEDIATRÍA,1,EQUIPO DE RX PORTÁTIL,AGFA,A5411000435,Retorno equipo desde UTI a Pediatría
AE-115-23,2023,23-06-2023,EQUIPO,URGENCIA PEDIÁTRICA,1,CNAF,FISHER & PAYKEL (AIRVO2),200521133337,Cambio de filtro nuevo 22/06/2023
AE-116-23,2023,26-06-2023,ACCESORIO,UPC,3,CABLES TRONCAL DE PRESIÓN INVASIVA,NA,Lote A02307041,
AE-117-23,2023,26-06-2023,EQUIPO,POLICLINICO OFTALMOLOGÍA,1,LÁMAPARA DE HENDIDURA,TOPCON,503221,DONACIÓN FEDES
AE-118-23,2023,26-06-2023,EQUIPO,POLICLINICO OFTALMOLOGÍA,1,LENSÓMETRO AUTOMÁTICO,KEELER,264707,DONACIÓN FEDES
AE-119-23,2023,26-06-2023,EQUIPO,POLICLINICO OFTALMOLOGÍA,1,LENSÓMETRO,TOPCON,3477535,DONACIÓN FEDES
AE-120-23,2023,26-06-2023,EQUIPO,ANATOMÍA PATOLÓGICA,1 / 1,01 TINCIONADOR DE TEJIDOS / 01 MONTADOR DE TEJIDOS,,,Reposición de equipos médicos plan nacional de cancer
AE-123-23,2023,03-07-2023,EQUIPO,ENDOSCOPIA,1,FIBROBRONCOSCOPIO,FUJINON,1B085K173,Equipo reparado
AE-124-23,2023,03-07-2023,EQUIPO,PEDIATRÍA A NEONATOLOGÍA,01 / 01,01 VENTILADOR MECÁNICO NEONATAL / 01 INCUBADORA NEONATAL DE CUIDADOS UCI-INTERMEDIO,SLE 500 / GE-OHMEDA,55186 / HDHR50151,Devolución de equipos desde pediatría a neonatalogía
AE-125-23,2023,03-07-2023,EQUIPO,ESTERILIZACIÓN,1,RINOFARINGOSCOPIO,KARL STORZ,2857185,Equipo reparado
AE-121-23,2023,04-07-2023,EQUIPO,TRAUMATOLOGIA,1,BANCO DE TRANSFERENCIA,DRIVE,1G1904500196,DONACIÓN FEDES
AE-122-23,2023,04-07-2023,EQUIPO,UTI,1,BANCO DE TRANSFERENCIA,DRIVE,1G1904500463,DONACIÓN FEDES
AE-126-23,2023,04-07-2023,EQUIPO,NEUROLOGÍA,1,BANCO DE TRANSFERENCIA,DRIVE,1G904500279,DONACIÓN FEDES
AE-127-23,2023,04-07-2023,EQUIPO,MEDICINA,1,BANCO DE TRANSFERENCIA,DRIVE,1G1904500188,DONACIÓN FEDES
AE-128-23,2023,04-07-2023,EQUIPO,CIRUGÍA,1,BANCO DE TRANSFERENCIA,DRIVE,1G1904500208,DONACIÓN FEDES
AE-129-23,2023,05-07-2023,EQUIPO,CDT REHABILITACIÓN,1,ESPIROMETRO,PLUS MEDICAL SPA,NA,DOCUMENTO NULO
AE-130-23,2023,06-07-2023,EQUIPAMIENTO,PQC,1,SET CLIP VASCULAR LAPAROSCOPIA,B BRAUN,,Equipamiento gestionado por el Dr. Mario Sotomayor
AE-132-23,2023,07-07-2023,EQUIPO,SALUD MENTAL,4,MONIOTRES DE SIGNOS VITALES,WELCH ALLYN,103002363813 / 103000593813 / 103002163813 / 103001883813,DONACIÓN FEDES
AE-133-23,2023,07-07-2023,EQUIPO,ENDOSCOPIA,1,VIDEODUODENOSCOPIO,FUJINON,2D103L227,Equipo reparado
AE-134-23,2023,07-07-2023,ACCESORIO,POLI UROLOGÍA,1,SILLA MICCIÓN,NA,NA,Adicional pendiente de la torre de urodinamia según AE-054-23.
AE-135-23,2023,07-07-2023,EQUIPAMIENTO,POLICLÍNICO GINECOLOGÍCO,47,ESPÉCULOS REUTILIZABLES NO CONDUCTIVOS,AURO-MED,NA,DONACIÓN FEDES
AE-136-23,2023,07-07-2023,EQUIPO,POLICLÍNICO BRONCOPULMONAR,1,ESPIRÓMETRO,PLUS MEDICAL SPA,NA,Reposición equipos y equipamiento prioritarios HRC
AE-137-23,2023,14-07-2023,EQUIPO,PABELLÓN CENTRAL,1,MONITOR DE SIGNOS VITALES,WELCH ALLYN,103002013813,DONACIÓN FEDES
AE-138-23,2023,14-07-2023,EQUIPO,PABELLÓN AMBULATORIO,1,MONITOR DE SIGNOS VITALES,WELCH ALLYN,103000153893,DONACIÓN FEDES
AE-139-23,2023,14-07-2023,EQUIPO,URGENCIA OBSTÉTRICA,3,MONITORES DE SIGNOS VITALES,WELCH ALLYN,103002473813 / 103001903813 / 103000573813,DONACIÓN FEDES
AE-140-23,2023,14-07-2023,EQUIPO,NEUROLOGÍA,2,MONITORES DE SIGNOS VITALES,WELCH ALLYN,103002023813 / 103000093813,DONACIÓN FEDES
AE-141-23,2023,14-07-2023,EQUIPO,MEDICINA,2,MONITORES DE SIGNOS VITALES,WELCH ALLYN,103002353813 / 103004533713,DONACIÓN FEDES
AE-142-23,2023,14-07-2023,EQUIPO,PARTO,4,MONITORES DE SIGNOS VITALES,WELCH ALLYN,103001983813 / 103002493813 / 103004953713 / 103002303813,DONACIÓN FEDES
AE-143-23,2023,14-07-2023,EQUIPO ,OBSTETRICIA Y GINECOLOGÍA,3,MONITORES DE SIGNOS VITALES,WELCH ALLYN,103000199813 / 103000623813 / 103001873813,DONACIÓN FEDES
AE-144-23,2023,14-07-2023,EQUIPO,EEMM,2,MONITORES MULTIPARÁMETROS,WELCH ALLYN,1030000163813 / 103002563813,DONACIÓN FEDES
AE-145-23,2023,14-07-2023,EQUIPAMIENTO,POLICLÍNICO GINECOLOGÍCO,7,MESAS DE EXÁMENES,MIDMARK,VARIOS,DONACIÓN FEDES
AE-146-23,2023,14-07-2023,EQUIPO,DENTAL,1,BOMBA DE ASPIRACIÓN,IMPACT INSTRUMENTS,122578,DONACIÓN FEDES
AE-147-23,2023,14-07-2023,EQUIPO,UPC,6,BOMBAS DE INFUSIÓN,ICU MEDICAL / HOSPIRA,VARIOS,Equipos reparados.
AE-162-23,2023,14-07-2023,ACCESORIOS,PARTOS ,7 / 72,07 COJINES LUMBARES / 72 GEL LUBRICANTES,PATTERSON MEDICAL / MEDLINE,NA,DONACIÓN FEDES
AE-148-23,2023,17-07-2023,EQUIPAMIENTO,OBSTETRICIA Y GINECOLOGÍA,48,ESPÉCULOS DESECHABLES,WELCH ALLYN,NA,DONACIÓN FEDES
AE-150-23,2023,17-07-2023,EQUIPO,PEDIATRÍA,04 / 06,04 VENTILADORES MECÁNICOS / 06 BASES HUMIDIFICADORAS,PHILIPS,VARIOS,"Enviados por CENABAST por campaña invierno 2023,"
AE-152-23,2023,17-07-2023,EQUIPAMIENTO,PQC,1,URETEROSCOPIO FLEXIBLE ,HAWK,122309327,"Equipo en comodato, garantía."
AE-149-23,2023,17-07-2023,ACCESORIOS,POLICLÍNICO GINECOLOGÍCO,48,ESPÉCULOS DESECHABLES,WELCH ALLYN,NA,DONACIÓN FEDES
AE-151-23,2023,17-07-2023,EQUIPO,MEDICINA,2,BANCOS DE TRANSFERENCIAS,DRIVE,NA,DONACIÓN FEDES
AE-154-23,2023,19-07-2023,EQUIPO,POLI NEUROLOGÍA,1,CPU ELECTROENCEFALÓGRAFO,NIHON KOHDEN,4252,Mantenimiento correctivo
AE-155-23,2023,20-07-2023,EQUIPO,PEDIATRÍA,2,CUNAS MECÁNICAS ,NA,NA,"Equipo en comodato, préstamo desde el Hospital de Chañaral"
